Solarthermie;Grundlast
0,000314012;1
0,000306228;1
0,000264135;1
0,000116106;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,25486E-05;1
0,000319527;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,00011223;1
6,99707E-05;1
8,71611E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
7,64586E-06;1
0,000383553;1
0,000323005;1
3,51428E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,73304E-05;1
0,000201802;1
0,000327176;1
0,000323571;1
0,000307451;1
0,000195549;1
0,000101819;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000182591;1
0,000340263;1
0,000207101;1
6,96718E-05;1
1,14583E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,76198E-05;1
2,96931E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000136772;1
8,08234E-05;1
0,000204937;1
2,84884E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
3,81734E-05;1
4,96408E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
9,36071E-07;1
0,000199137;1
0,000366768;1
0,000480232;1
0,000512288;1
0,000482452;1
0,000388361;1
0,000248246;1
2,22115E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000160503;1
0,000142768;1
6,03112E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
9,72193E-05;1
0,000247999;1
6,61459E-05;1
9,6592E-05;1
0,000176982;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
3,42571E-05;1
6,78865E-05;1
3,13492E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000202171;1
0,000375962;1
0,000481389;1
0,000498849;1
0,00045847;1
0,000370128;1
0,000223691;1
1,42493E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000200005;1
0,000201496;1
0,000301627;1
0,000354029;1
0,000292028;1
0,000307866;1
0,000201327;1
4,22097E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,00015321;1
0,000360565;1
0,000376424;1
0,000214012;1
0,000138338;1
2,55676E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
5,19665E-05;1
7,98985E-05;1
7,89653E-05;1
6,26123E-05;1
1,92824E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,80286E-05;1
5,61443E-05;1
8,73684E-05;1
8,22518E-05;1
4,8177E-05;1
2,84919E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,92366E-06;1
5,10241E-05;1
7,07164E-05;1
4,62399E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,44689E-05;1
3,9629E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000154356;1
0,000279119;1
0,00013578;1
8,22086E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,66397E-06;1
0,000133011;1
0,000252979;1
0,000251901;1
0,000252298;1
0,000137008;1
3,1633E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,17143E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000168194;1
0,000150896;1
3,88473E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000192496;1
0,000155301;1
6,70333E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
5,46124E-05;1
0,000236222;1
0,000224698;1
0,000227316;1
0,000176075;1
5,38449E-05;1
2,17815E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
9,4135E-05;1
0,000188454;1
0,000130674;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
4,60428E-06;1
0,000139;1
0,000246615;1
0,000329593;1
0,000357811;1
0,000335866;1
0,000264481;1
0,000157783;1
3,155E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
5,61956E-05;1
6,31552E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
7,96675E-05;1
6,5563E-05;1
6,02933E-05;1
1,76105E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
8,84316E-05;1
0,000153692;1
0,000310006;1
0,000289148;1
0,000287718;1
0,000260847;1
0,000113526;1
1,44209E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
3,94757E-05;1
5,283E-05;1
0,000100208;1
6,98878E-05;1
3,27121E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000121165;1
0,00030413;1
0,00044926;1
0,00054295;1
0,000573743;1
0,000540448;1
0,000449437;1
0,000308648;1
0,00013305;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
7,79697E-05;1
0,000229248;1
0,000364022;1
0,000448421;1
0,000492068;1
0,000415205;1
0,000343099;1
0,00024855;1
9,27049E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
8,60436E-05;1
0,000254496;1
0,000382088;1
0,000468728;1
0,000499452;1
0,000466209;1
0,000389445;1
0,000263582;1
0,000108523;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
9,96633E-05;1
0,000279357;1
0,000409686;1
0,000480566;1
0,000518839;1
0,000473164;1
0,000402732;1
0,000271113;1
0,000108207;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,23849E-05;1
8,47378E-05;1
9,80419E-05;1
8,29786E-05;1
5,99287E-05;1
4,96249E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000162102;1
0,000271763;1
0,000302015;1
0,000263304;1
0,000123614;1
9,18553E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000122014;1
0,000301758;1
0,000426859;1
0,000500715;1
0,000534468;1
0,000493444;1
0,000400618;1
0,000268707;1
0,000105697;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000117945;1
0,000208259;1
0,000206677;1
0,000205118;1
0,000194848;1
0,000164124;1
0,00012344;1
8,03616E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,88384E-05;1
0,000163371;1
0,000188824;1
0,000214769;1
0,000163959;1
0,000128995;1
8,89266E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
4,3487E-05;1
0,000218163;1
0,00029817;1
0,000399094;1
0,000451682;1
0,000418316;1
0,000356255;1
0,000231233;1
0,000101732;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000167433;1
0,000121874;1
6,72585E-05;1
9,5788E-07;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000177282;1
0,000128392;1
6,576E-05;1
5,35778E-07;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
3,78837E-05;1
0,000112232;1
0,000145721;1
9,91519E-05;1
5,56744E-05;1
4,86973E-05;1
1,37461E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000103789;1
0,000260881;1
0,000404302;1
0,000471722;1
0,000502722;1
0,000472123;1
0,000401535;1
0,000277586;1
0,00011296;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,60195E-05;1
2,14524E-05;1
1,33728E-05;1
2,93351E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,00010113;1
0,000172492;1
0,000277917;1
0,000331907;1
0,000441765;1
0,000422142;1
0,000337727;1
0,000243196;1
8,00212E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000186762;1
0,000365945;1
0,000505959;1
0,000591865;1
0,00061812;1
0,000584584;1
0,000493787;1
0,00034989;1
0,000175157;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,29672E-05;1
0,000102547;1
0,000142895;1
0,000179072;1
0,000185988;1
0,00017796;1
0,000136584;1
8,13864E-05;1
2,30406E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,27432E-06;1
0,000268892;1
0,000365996;1
0,000323238;1
0,000369945;1
0,000145525;1
0,000177483;1
0,000210448;1
6,28067E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,1488E-06;1
8,68062E-05;1
0,000141973;1
0,000155053;1
0,000152501;1
0,000144516;1
0,000107974;1
6,20593E-05;1
5,81426E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,98914E-06;1
0,000199591;1
0,000199772;1
0,000306794;1
0,000284609;1
0,000145864;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
6,24894E-06;1
9,4471E-05;1
0,00026053;1
0,00035659;1
0,000209752;1
1,72479E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
3,13215E-06;1
6,22743E-05;1
7,11192E-05;1
0,000154877;1
0,000158767;1
0,000169005;1
0,000111382;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,98319E-05;1
0,000103629;1
0,000120448;1
4,62467E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
8,68002E-05;1
0,000258538;1
0,000151092;1
2,47312E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000176319;1
0,000347573;1
0,000476637;1
0,00055969;1
0,000584042;1
0,00055046;1
0,000462225;1
0,000324624;1
0,000152574;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,96899E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000110926;1
0,000201283;1
0,00042198;1
0,000614381;1
0,00024806;1
8,39671E-05;1
0,000128677;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
5,87687E-05;1
0,000522027;1
0,000483721;1
0,000465027;1
0,000318016;1
0,000105026;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000178771;1
0,000289576;1
0,00051675;1
6,85261E-05;1
0;1
2,15764E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000113423;1
0,000247739;1
0,000344918;1
0,000417362;1
0,000426418;1
0,000379412;1
0,000316638;1
0,000212374;1
7,96037E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
4,95212E-05;1
0,000176447;1
0,000276763;1
0,000431137;1
0,000349579;1
0,000285197;1
0,000189995;1
0,000164346;1
6,51868E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000102272;1
0,00021032;1
0,00028626;1
0,000342457;1
0,000370497;1
0,000327716;1
0,000266401;1
0,000172051;1
7,1992E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000166264;1
0,00033131;1
0,000458527;1
0,000537609;1
0,000559761;1
0,000524829;1
0,000433143;1
0,000294983;1
0,000127905;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
2,51684E-05;1
0,000212395;1
0,00038907;1
0,000498191;1
0,000193891;1
0,000197944;1
0,000187886;1
0,000136196;1
9,78893E-05;1
2,28722E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
8,11648E-06;1
3,35655E-05;1
3,49788E-05;1
3,91323E-06;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
7,89402E-05;1
0,000178732;1
0,000238146;1
0,000286347;1
0,000297069;1
0,000279239;1
0,000231788;1
0,000157948;1
6,42655E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
8,91871E-06;1
6,27202E-05;1
0,000331604;1
0,000505087;1
0,000259313;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0,000125997;1
0,000266958;1
0,000370203;1
0,000427441;1
0,000422293;1
0,000395311;1
0,000311529;1
0,000206474;1
6,75175E-05;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
0;1
1,12084E-05;1
5,89333E-05;1
9,89431E-05;1
0,000139961;1
0,000168138;1
0,000129131;1
0,000125413;1
6,52727E-05;1
2,48439E-06;1
